,Message ID,timestamp,content,reactions,share,photos,videos,call_duration,audio_files
47,691,2025-01-07 12:26:39,It's so depressing,"[{'reaction': 'ð\x9f\x98¢', 'actor': 'Sean Condren Kuipers', 'timestamp': 1736255509}, {'reaction': 'ð\x9f\x98¢', 'actor': 'Dex', 'timestamp': 1736252833}]",,,,,
48,733,2025-01-07 17:15:15,5 ðï¸ððï¸,,,,,,
49,750,2025-01-07 23:31:23,lalalalasoumia liked a message,,,,,,
50,809,2025-01-08 18:57:17,I think I'm on 26,"[{'reaction': 'â\x9d¤', 'actor': 'Emma Smyth', 'timestamp': 1736362749}]",,,,,
51,882,2025-01-09 16:51:00,lalala sent an attachment.,"[{'reaction': 'â\x9d¤', 'actor': 'Conan', 'timestamp': 1736441758}, {'reaction': 'â\x9d¤', 'actor': 'ð\x9d\x93\x94ð\x9d\x93¸ð\x9d\x93²ð\x9d\x93·', 'timestamp': 1736442616}, {'reaction': 'â\x9d¤', 'actor': 'Conor Mcmenamin', 'timestamp': 1736441998}, {'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1736443826}, {'reaction': 'â\x9d¤', 'actor': 'Katie Long', 'timestamp': 1736442629}, {'reaction': 'â\x9d¤', 'actor': ""Niamh O'Neill"", 'timestamp': 1736447103}, {'reaction': 'â\x9d¤', 'actor': 'Dex', 'timestamp': 1736446400}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1736446372}]",,,,,
52,898,2025-01-09 21:15:39,I'm ashamed of myself knowing I've shat less than you,"[{'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1736462641}]",,,,,
53,900,2025-01-09 21:30:38,lalala sent an attachment.,"[{'reaction': 'â\x9d¤', 'actor': 'Georgia-Rae'}, {'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1736462644}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1736460173}]","{'link': 'https://www.instagram.com/p/DD1_ZmZxpbG/', 'share_text': '', 'original_content_owner': 'uncrustable.memess'}",,,,
54,923,2025-01-10 11:49:51,6,,,,,,
55,924,2025-01-10 11:50:01,Man this sucks,,,,,,
56,925,2025-01-10 11:50:07,I wanna poop more,,,,,,
57,931,2025-01-10 13:07:24,151,,,,,,
58,932,2025-01-10 13:07:29,That's all I'll say,,,,,,
59,934,2025-01-10 13:09:26,Just you wait,,,,,,
60,979,2025-01-10 18:01:43,lalala sent an attachment.,,"{'link': 'https://www.instagram.com/p/DETKki_IACN/?carousel_share_child_media_id=3536216609702151149_7654434573', 'share_text': '', 'original_content_owner': 'tokyo.explores'}",,,,
61,980,2025-01-10 18:01:55,Poop gc takes Tokyo ig,"[{'reaction': 'â\x9d¤', 'actor': 'Conor Mcmenamin', 'timestamp': 1736533506}, {'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1736533379}, {'reaction': 'â\x9d¤', 'actor': 'Emma Smyth', 'timestamp': 1736532710}, {'reaction': 'â\x9d¤', 'actor': 'Katie Long', 'timestamp': 1736534058}, {'reaction': 'â\x9d¤', 'actor': ""Niamh O'Neill"", 'timestamp': 1736546884}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1736532135}]",,,,,
62,993,2025-01-10 22:58:55,lalalalasoumia liked a message,,,,,,
63,994,2025-01-10 22:59:14,7,,,,,,
64,1044,2025-01-10 23:52:02,We shat so hard together,,,,,,
65,1045,2025-01-10 23:52:20,Y'all's missed out,,,,,,
66,1048,2025-01-10 23:58:52,I ate mine,,,,,,
67,1049,2025-01-10 23:59:02,By accident,,,,,,
68,1102,2025-01-11 23:20:57,lalalalasoumia liked a message,,,,,,
69,1148,2025-01-12 16:00:27,8,,,,,,
70,1149,2025-01-12 16:00:34,Fighting for my life in the ifi bathroom,"[{'reaction': 'â\x9d¤', 'actor': 'Georgia-Rae'}, {'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1736701242}, {'reaction': 'â\x9d¤', 'actor': 'Dex', 'timestamp': 1736697869}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1736699042}]",,,,,
71,1152,2025-01-12 16:11:05,Y'all's I can't leave the toilet,,,,,,
72,1153,2025-01-12 16:11:13,I might shit myself,,,,,,
73,1154,2025-01-12 16:11:20,This is bad,,,,,,
74,1155,2025-01-12 16:11:25,Been here for 20 mins,,,,,,
75,1156,2025-01-12 16:11:31,The IFI is gonna kick me out,,,,,,
76,1157,2025-01-12 16:11:40,And I'm gonna poop all over the floor,,,,,,
77,1160,2025-01-12 16:17:50,I don't want my audition to happen like this,,,,,,
78,1161,2025-01-12 16:21:22,9,"[{'reaction': 'â\x9d¤', 'actor': 'Stephen Allen', 'timestamp': 1736699011}, {'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1736701258}]",,,,,
79,1167,2025-01-12 16:54:15,10,,,,,,
80,1168,2025-01-12 16:54:21,Taphouse,"[{'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1736701262}, {'reaction': 'â\x9d¤', 'actor': 'Dex', 'timestamp': 1736700868}]",,,,,
81,1169,2025-01-12 16:54:42,I lasted 10 minutes on the luas before I nearly shat myself,"[{'reaction': 'â\x9d¤', 'actor': 'Conor Mcmenamin', 'timestamp': 1736700889}, {'reaction': 'ð\x9f\x98®', 'actor': 'Dan Griffin', 'timestamp': 1736701269}]",,,,,
82,1172,2025-01-12 16:55:03,It's not fun,,,,,,
83,1173,2025-01-12 16:55:06,lalalalasoumia liked a message,,,,,,
84,1179,2025-01-12 17:22:15,11,,,,,,
85,1180,2025-01-12 17:22:27,Home turd,"[{'reaction': 'â\x9d¤', 'actor': 'Katie Long', 'timestamp': 1736703442}]",,,,,
86,1182,2025-01-12 17:23:03,End me,,,,,,
87,1183,2025-01-12 17:29:19,12,,,,,,
88,1190,2025-01-12 20:56:05,13 ð­,"[{'reaction': 'â\x9d¤', 'actor': 'Conor Mcmenamin', 'timestamp': 1736715399}]",,,,,
89,1192,2025-01-12 20:57:09,No idea ð«£,,,,,,
90,1201,2025-01-13 00:08:08,Too real today,,,,,,
91,1257,2025-01-13 20:42:49,I transferred my shart curse to u last night,"[{'reaction': 'ð\x9f\x98¢', 'actor': 'Ruby Long', 'timestamp': 1736823575}]",,,,,
92,1258,2025-01-13 20:42:57,Now my tummy can rest,,,,,,
93,1259,2025-01-13 20:43:23,Send this message to 10 other people or else you will shart forever,"[{'reaction': 'â\x9d¤', 'actor': 'Conor Mcmenamin', 'timestamp': 1736801024}, {'reaction': 'â\x9d¤', 'actor': 'Ruby Long', 'timestamp': 1736823569}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1736803360}]",,,,,
94,1264,2025-01-14 00:00:50,Related to the compilation?,,,,,,
95,1289,2025-01-14 14:48:40,lalala sent an attachment.,"[{'reaction': 'â\x9d¤', 'actor': 'Conor Mcmenamin', 'timestamp': 1736872115}, {'reaction': 'â\x9d¤', 'actor': 'Dan Griffin', 'timestamp': 1736869016}, {'reaction': 'â\x9d¤', 'actor': 'Emma Smyth', 'timestamp': 1736868068}]","{'link': 'https://www.instagram.com/p/DEzv6gZvOIl/?carousel_share_child_media_id=3545388046066964589_1612138340', 'share_text': '', 'original_content_owner': 'trashcanpaul'}",,,,
96,1309,2025-01-14 22:43:53,Fr fr,,,,,,
97,1310,2025-01-14 22:43:59,You're a real shitter,,,,,,
98,1311,2025-01-14 22:44:04,Love that,,,,,,
99,1312,2025-01-14 22:44:11,Repping the girls,"[{'reaction': 'â\x9d¤', 'actor': 'Ruby Long', 'timestamp': 1736921546}, {'reaction': 'â\x9d¤', 'actor': 'Dex', 'timestamp': 1736894687}]",,,,,
100,1381,2025-01-16 23:41:15,Awh,,,,,,
101,1394,2025-01-16 23:42:54,Fake shitters,,,,,,
102,1397,2025-01-16 23:43:43,lalalalasoumia reacted ð to your message ,,,,,,
103,1447,2025-01-17 13:21:56,I'll shit one out for the homie ðð«¶,,,,,,
104,1448,2025-01-17 13:22:02,Sending prayers,"[{'reaction': 'â\x9d¤', 'actor': 'Keelin H.', 'timestamp': 1737120230}]",,,,,
105,1486,2025-01-18 11:14:52,I haven't pooped in a week,,,,,,
106,1487,2025-01-18 11:15:03,My baths have been so boring,"[{'reaction': 'ð\x9f\x98¢', 'actor': 'Dex', 'timestamp': 1737201051}, {'reaction': 'ð\x9f\x98¢', 'actor': 'shane', 'timestamp': 1737198912}]",,,,,
107,1489,2025-01-18 11:16:41,It's what I used to do for my bath bomb demos in lush,,,,,,
108,1490,2025-01-18 11:16:53,Maybe that's why I got let go,,,,,,
109,1510,2025-01-18 22:15:50,Is there some kind of summoning ritual I can do to shit?,"[{'reaction': 'â\x9d¤', 'actor': 'Georgia-Rae'}]",,,,,
110,1511,2025-01-18 22:15:57,It's been too long,,,,,,
111,1513,2025-01-18 22:16:12,7 days,,,,,,
112,1514,2025-01-18 22:16:16,I eat,,,,,,
113,1515,2025-01-18 22:16:18,Too much,,,,,,
114,1516,2025-01-18 22:16:35,Should have gone to bolands on wednesday,,,,,,
115,1517,2025-01-18 22:16:39,Alcohol always does it,"[{'reaction': 'â\x9d¤', 'actor': 'Sean Condren Kuipers', 'timestamp': 1737241800}, {'reaction': 'â\x9d¤', 'actor': 'Dex', 'timestamp': 1737238611}]",,,,,
116,1518,2025-01-18 22:17:32,What if I become an alcoholic to win the poop competition,"[{'reaction': 'â\x9d¤', 'actor': 'Teenage dirtbag ð\x9f¤ª', 'timestamp': 1737244326}]",,,,,
117,1538,2025-01-19 14:04:27,14,,,,,,
118,1674,2025-01-21 12:07:37,lalalalasoumia liked a message,,,,,,
119,1693,2025-01-21 17:46:44,I'm proud I pooped,,,,,,
120,1694,2025-01-21 17:46:53,15,"[{'reaction': 'â\x9d¤', 'actor': 'Sean Condren Kuipers', 'timestamp': 1737481681}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1737481704}]",,,,,
121,1696,2025-01-21 19:56:41,https://vm.tiktok.com/ZGdAAVK6v/,"[{'reaction': 'â\x9d¤', 'actor': ""Niamh O'Neill"", 'timestamp': 1737489513}]","{'link': 'https://vm.tiktok.com/ZGdAAVK6v/', 'share_text': 'https://vm.tiktok.com/ZGdAAVK6v/'}",,,,
122,1697,2025-01-21 19:56:58,Great poop chat activity idea,"[{'reaction': 'â\x9d¤', 'actor': 'Stephen Allen', 'timestamp': 1737489789}, {'reaction': 'â\x9d¤', 'actor': 'Keelin H.', 'timestamp': 1737490561}, {'reaction': 'â\x9d¤', 'actor': 'shane', 'timestamp': 1737494530}]",,,,,
123,1698,2025-01-21 20:11:46,16,,,,,,
124,1700,2025-01-21 22:54:36,17,,,,,,
125,1758,2025-01-22 17:34:07,18,,,,,,
126,1865,2025-01-24 16:35:56,19,,,,,,
127,1866,2025-01-24 16:36:03,Size of a baby,,,,,,
128,1936,2025-01-25 19:49:31,Im worried to know what happened at that birthday dinner,,,,,,
129,2031,2025-01-27 19:08:19,20,,,,,,
130,2032,2025-01-27 19:08:28,Post-pipe poop,"[{'reaction': 'â\x9d¤', 'actor': 'Conor Mcmenamin'}]",,,,,
131,2114,2025-01-29 10:19:20,21 and 22 yesterday,,,,,,
132,2115,2025-01-29 10:19:25,Forgot to update :((,"[{'reaction': 'ð\x9f\x98¢', 'actor': 'Dex'}]",,,,,
133,2154,2025-01-29 21:19:16,No shits were had,,,,,,
134,2155,2025-01-29 21:19:19,So depressed now,,,,,,
135,2157,2025-01-29 21:19:57,I literally shat myself when I saw your face,"[{'reaction': 'ð\x9f\x98®', 'actor': 'Dan Griffin', 'timestamp': 1738189409}]",,,,,
136,2198,2025-01-31 08:02:22,lalalalasoumia liked a message,,,,,,
137,2326,2025-02-01 10:13:06,lalalalasoumia liked a message,,,,,,
138,2328,2025-02-01 10:13:12,lalalalasoumia liked a message,,,,,,
139,2329,2025-02-01 10:13:17,lalalalasoumia liked a message,,,,,,
140,2330,2025-02-01 10:13:22,lalalalasoumia liked a message,,,,,,
141,2331,2025-02-01 10:14:15,lalalalasoumia liked a message,,,,,,
142,2332,2025-02-01 10:14:42,lalalalasoumia liked a message,,,,,,
143,2333,2025-02-01 10:15:06,lalalalasoumia liked a message,,,,,,
144,2334,2025-02-01 10:15:13,lalalalasoumia liked a message,,,,,,
145,2369,2025-02-01 14:08:49,23,,,,,,
146,2370,2025-02-01 14:08:52,Close call,,,,,,
147,2376,2025-02-01 16:08:54,24,,,,,,
148,2398,2025-02-02 13:07:20,25,,,,,,
149,2448,2025-02-03 13:22:52,26,,,,,,
150,2610,2025-02-06 18:25:38,lalalalasoumia liked a message,,,,,,
151,2614,2025-02-06 18:59:53,27  I think I pooped out my intestines ð¥º,,,,,,
152,2617,2025-02-06 19:05:07,Ah I'm just a lil chill guy I'll be g ð¥°,,,,,,
153,2702,2025-02-08 13:59:16,lalala sent an attachment.,"[{'reaction': 'ð\x9f\x98¡', 'actor': 'Georgia-Rae'}, {'reaction': 'â\x9d¤', 'actor': 'shane'}]","{'link': 'https://www.instagram.com/p/DFyk5jaMaxe/', 'share_text': '', 'original_content_owner': 'memescollect'}",,,,
154,2703,2025-02-08 14:04:02,Fuck,,,,,,
155,2704,2025-02-08 14:04:09,I'm so sorry for double posting,,,,,,
156,2705,2025-02-08 14:04:14,Please forgive me,,,,,,
157,2706,2025-02-08 14:04:28,I'm so embarrassed,"[{'reaction': 'ð\x9f\x98¢', 'actor': 'Emma Smyth'}]",,,,,
158,2755,2025-02-09 18:13:27,28,,,,,,
159,2836,2025-02-10 13:50:55,29 pure liquid,,,,,,
160,2837,2025-02-10 13:51:23,Think I messed up my stomach again ðï¸ððï¸,"[{'reaction': 'â\x9d¤', 'actor': 'shane'}]",,,,,
161,2843,2025-02-10 15:09:15,30,,,,,,
162,2844,2025-02-10 15:09:53,Accurate picture of the shit I just had,"[{'reaction': 'â\x9d¤', 'actor': 'Stephen Allen'}]",,,,,
163,2849,2025-02-10 18:05:24,31,,,,,,
164,2850,2025-02-10 18:06:01,Help,"[{'reaction': 'â\x9d¤', 'actor': 'Conor Mcmenamin'}, {'reaction': 'â\x9d¤', 'actor': 'Dan Griffin'}, {'reaction': 'â\x9d¤', 'actor': 'Dex'}, {'reaction': 'â\x9d¤', 'actor': 'shane'}]",,,,,
165,2854,2025-02-10 20:41:03,32,,,,,,
166,3145,2025-02-18 18:00:18,33,,,,,,
167,3146,2025-02-18 18:00:31,Had to scroll back a week to see my last shit...,,,,,,
168,3148,2025-02-18 18:20:20,Yes and no ð¥´,,,,,,
169,3154,2025-02-18 19:10:11,lalalalasoumia liked a message,,,,,,
170,3179,2025-02-19 16:33:58,34 yesterday,,,,,,
171,3191,2025-02-19 16:46:18,Was just about to conclude that,,,,,,
172,3259,2025-02-20 13:49:15,35,,,,,,
173,3260,2025-02-20 13:49:19,Nearly passed out,"[{'reaction': 'â\x9d¤', 'actor': 'Georgia-Rae'}, {'reaction': 'ð\x9f\x98¢', 'actor': 'Emma Smyth'}]",,,,,
174,3261,2025-02-20 13:49:23,10/10,,,,,,
175,3279,2025-02-20 19:41:01,36,,,,,,
176,3483,2025-02-26 17:30:08,+1 to whatever my last count was,,,,,,
177,3484,2025-02-26 17:30:23,Can't scroll back atm ð,,,,,,
178,3487,2025-02-26 18:17:40,,,,"[{'uri': 'your_instagram_activity/messages/inbox/2025poopchat_8986527554771415/photos/462582075_511930438505298_985947645018918926_n_1277538750212955.jpg', 'creation_timestamp': 1740593859}]",,,
179,3488,2025-02-26 18:17:41,It won't load,,,,,,
180,3489,2025-02-26 18:17:52,AC now it's loading,,,,,,
181,3490,2025-02-26 18:17:53,Brb,,,,,,
182,3491,2025-02-26 18:18:16,37,"[{'reaction': 'â\x9d¤', 'actor': 'Dex'}]",,,,,
183,3564,2025-02-27 20:49:46,38,,,,,,
184,3573,2025-02-28 13:10:48,39,,,,,,
185,3575,2025-02-28 13:12:07,Same,,,,,,
186,3576,2025-02-28 13:12:17,Honestly more surprised I shat,"[{'reaction': 'â\x9d¤', 'actor': 'Dex'}]",,,,,
